FG.,percent_3pt,percent_FT,DRB,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,StrengthOfSchedule,DRtg,NRtg,Pace,FTr,team_abbreviation_home,team_abbreviation_away,game_date,game_yearEnd,wl_home
0.473,0.362,0.71,37.0,10.1,48.2,23.1,6.7,5.1,15.2,19.2,112.4,0.18,103.7,4.5,94.2,0.303,POR,BKN,2014-11-15 0:00,2015,1
0.428,0.352,0.769,32.9,11.5,44.4,22.1,8.0,5.0,14.3,22.3,99.9,-0.62,107.7,3.3,92.8,0.234,TOR,UTA,2014-11-15 0:00,2015,1
0.456,0.339,0.741,34.5,10.0,45.8,23.3,9.2,4.7,13.0,20.5,103.9,0.38,102.2,3.5,92.0,0.306,MEM,DET,2014-11-15 0:00,2015,1
0.435,0.367,0.741,34.3,12.2,46.3,23.8,7.9,5.7,14.3,19.8,103.4,-0.4,106.3,4.8,92.3,0.276,CLE,ATL,2014-11-15 0:00,2015,1
0.447,0.376,0.754,34.8,13.3,44.9,26.1,8.2,5.0,14.7,22.5,107.8,0.22,105.5,6.9,94.7,0.284,LAC,PHX,2014-11-15 0:00,2015,1
0.432,0.347,0.703,32.4,10.1,43.9,23.1,7.6,5.3,15.4,23.4,105.3,-0.18,110.0,-10.1,91.2,0.261,NYK,DEN,2014-11-16 0:00,2015,1
0.473,0.335,0.71,32.9,11.5,42.9,21.8,8.6,3.7,14.3,21.9,112.4,-0.32,106.7,-2.8,90.9,0.303,MIA,MIL,2014-11-16 0:00,2015,0
0.443,0.344,0.754,33.9,11.0,46.1,22.0,7.4,4.4,12.7,22.3,104.7,0.67,110.6,-7.2,94.0,0.233,LAL,GSW,2014-11-16 0:00,2015,0
0.451,0.339,0.748,36.0,12.0,49.3,21.3,7.6,4.5,14.7,23.1,104.4,0.28,105.5,2.3,95.7,0.267,OKC,HOU,2014-11-16 0:00,2015,0
0.458,0.344,0.751,34.3,11.2,48.0,23.1,8.1,4.5,14.3,20.3,111.1,-0.39,106.4,-1.1,92.8,0.287,DET,ORL,2014-11-17 0:00,2015,0
0.458,0.376,0.773,34.8,10.6,44.9,26.1,8.2,5.8,15.1,22.5,105.7,0.22,105.5,6.9,94.7,0.276,LAC,CHI,2014-11-17 0:00,2015,0
0.42,0.327,0.748,33.8,10.3,45.3,25.3,8.5,5.7,16.9,21.9,100.1,-0.56,104.5,0.2,95.8,0.269,BOS,PHX,2014-11-17 0:00,2015,0
0.468,0.331,0.78,34.1,11.3,45.1,22.3,7.5,4.8,16.9,20.5,108.5,-0.25,107.4,-3.0,92.7,0.256,BKN,MIA,2014-11-17 0:00,2015,0
0.45,0.367,0.801,34.3,9.3,46.3,23.8,7.9,4.9,14.7,19.8,108.2,-0.4,106.3,4.8,92.3,0.225,CLE,DEN,2014-11-17 0:00,2015,0
0.466,0.339,0.778,34.5,11.3,45.8,23.3,9.2,4.1,14.6,20.5,108.9,0.38,102.2,3.5,92.0,0.259,MEM,HOU,2014-11-17 0:00,2015,1
0.455,0.318,0.762,36.2,11.2,46.9,21.5,6.5,5.2,15.8,19.4,105.3,-0.27,103.5,-3.4,93.0,0.258,CHA,DAL,2014-11-17 0:00,2015,0
0.459,0.367,0.757,35.6,13.3,45.9,25.7,8.4,6.6,14.3,20.1,102.7,0.14,102.0,6.5,93.8,0.297,SAS,PHI,2014-11-17 0:00,2015,1
0.447,0.362,0.721,37.0,12.4,48.2,23.1,6.7,6.2,13.8,19.2,105.1,0.18,103.7,4.5,94.2,0.288,POR,NOP,2014-11-17 0:00,2015,1
0.451,0.38,0.748,33.8,11.0,43.1,27.3,9.6,4.4,15.4,18.9,104.4,-0.68,103.1,5.8,93.9,0.267,ATL,LAL,2014-11-18 0:00,2015,0
0.433,0.341,0.734,34.6,12.7,45.9,21.1,7.0,4.6,14.9,21.5,104.5,0.64,109.2,-3.9,95.4,0.278,SAC,NOP,2014-11-18 0:00,2015,0
0.462,0.363,0.742,32.9,11.1,44.2,24.7,10.1,4.9,15.8,23.2,103.7,-0.52,102.2,0.5,94.1,0.259,MIL,NYK,2014-11-18 0:00,2015,1
0.432,0.343,0.703,35.3,11.5,48.6,22.0,8.4,5.0,17.1,21.3,105.3,0.49,104.9,0.2,90.4,0.261,UTA,OKC,2014-11-18 0:00,2015,1
0.455,0.32,0.787,32.1,12.0,44.5,21.3,10.0,4.6,15.8,22.5,111.0,-0.07,104.8,-9.3,95.7,0.295,PHI,BOS,2014-11-19 0:00,2015,0
0.458,0.331,0.751,34.1,11.1,45.1,22.3,7.5,4.5,16.9,20.5,111.1,-0.25,107.4,-3.0,92.7,0.287,BKN,MIL,2014-11-19 0:00,2015,0
0.439,0.325,0.756,33.3,12.2,46.0,22.5,8.1,4.9,16.2,23.6,103.5,0.48,108.2,-3.7,96.1,0.266,DEN,OKC,2014-11-19 0:00,2015,1
0.438,0.36,0.776,36.0,12.0,47.0,25.3,7.7,4.2,14.6,21.9,102.9,-0.55,103.0,0.7,93.7,0.309,WAS,DAL,2014-11-19 0:00,2015,0
0.444,0.344,0.715,34.3,10.6,48.0,23.1,8.1,5.1,12.7,20.3,107.0,-0.39,106.4,-1.1,92.8,0.312,DET,PHX,2014-11-19 0:00,2015,0
0.453,0.352,0.729,32.9,11.3,44.4,22.1,8.0,4.1,15.8,22.3,101.6,-0.62,107.7,3.3,92.8,0.23,TOR,MEM,2014-11-19 0:00,2015,1
0.455,0.367,0.762,34.3,10.0,46.3,23.8,7.9,4.1,14.3,19.8,105.3,-0.4,106.3,4.8,92.3,0.306,CLE,SAS,2014-11-19 0:00,2015,0
0.456,0.352,0.741,36.6,12.7,47.7,22.8,6.6,5.0,15.1,22.6,103.9,-0.51,103.2,0.3,93.2,0.278,IND,CHA,2014-11-19 0:00,2015,1
0.433,0.332,0.734,30.9,10.6,43.1,22.7,8.6,4.6,13.8,20.2,104.5,0.79,112.2,-9.3,94.4,0.269,MIN,NYK,2014-11-19 0:00,2015,1
0.42,0.348,0.748,32.9,11.1,45.0,22.8,9.8,5.8,14.7,22.6,100.1,0.38,103.4,3.6,96.5,0.259,HOU,LAL,2014-11-19 0:00,2015,0
0.462,0.347,0.742,33.7,11.3,44.4,21.9,8.4,4.9,13.5,22.2,103.7,-0.15,107.7,-6.1,93.8,0.225,ORL,LAC,2014-11-19 0:00,2015,0
0.45,0.341,0.801,34.6,9.3,45.9,21.1,7.0,4.8,14.3,21.5,108.2,0.64,109.2,-3.9,95.4,0.259,SAC,CHI,2014-11-20 0:00,2015,1
0.466,0.335,0.778,32.9,11.5,42.9,21.8,8.6,4.9,15.2,21.9,108.9,-0.32,106.7,-2.8,90.9,0.295,MIA,LAC,2014-11-20 0:00,2015,0
0.455,0.325,0.787,33.3,12.4,46.0,22.5,8.1,4.6,15.8,23.6,111.0,0.48,108.2,-3.7,96.1,0.288,DEN,NOP,2014-11-21 0:00,2015,1
0.478,0.318,0.768,36.2,10.6,46.9,21.5,6.5,6.2,16.9,19.4,111.6,-0.27,103.5,-3.4,93.0,0.239,CHA,ORL,2014-11-21 0:00,2015,0
0.463,0.36,0.752,36.0,10.9,47.0,25.3,7.7,6.1,14.9,21.9,109.5,-0.55,103.0,0.7,93.7,0.262,WAS,CLE,2014-11-21 0:00,2015,1
0.458,0.362,0.773,37.0,11.2,48.2,23.1,6.7,4.7,15.8,19.2,105.7,0.18,103.7,4.5,94.2,0.276,POR,CHI,2014-11-21 0:00,2015,1
0.447,0.38,0.754,33.8,13.3,43.1,27.3,9.6,4.5,16.0,18.9,107.8,-0.68,103.1,5.8,93.9,0.284,ATL,DET,2014-11-21 0:00,2015,1
0.438,0.352,0.776,32.9,12.2,44.4,22.1,8.0,5.7,15.4,22.3,102.9,-0.62,107.7,3.3,92.8,0.309,TOR,MIL,2014-11-21 0:00,2015,1
0.447,0.32,0.721,32.1,13.3,44.5,21.3,10.0,4.2,14.7,22.5,105.1,-0.07,104.8,-9.3,95.7,0.297,PHI,PHX,2014-11-21 0:00,2015,0
0.439,0.398,0.756,34.8,11.1,45.4,27.8,9.4,6.6,17.1,20.2,103.5,-0.09,101.4,10.2,98.3,0.266,GSW,UTA,2014-11-21 0:00,2015,1
0.453,0.352,0.729,33.1,10.6,44.0,23.4,8.4,4.9,15.8,20.9,101.6,0.46,106.4,3.1,95.2,0.23,DAL,LAL,2014-11-21 0:00,2015,1
0.428,0.339,0.769,34.5,11.5,45.8,23.3,9.2,4.1,15.2,20.5,99.9,0.38,102.2,3.5,92.0,0.234,MEM,BOS,2014-11-21 0:00,2015,1
0.458,0.339,0.751,36.0,12.0,49.3,21.3,7.6,5.1,14.3,23.1,111.1,0.28,105.5,2.3,95.7,0.287,OKC,BKN,2014-11-21 0:00,2015,0
0.468,0.332,0.78,30.9,10.3,43.1,22.7,8.6,4.5,13.9,20.2,108.5,0.79,112.2,-9.3,94.4,0.256,MIN,SAS,2014-11-21 0:00,2015,0
0.444,0.343,0.715,35.3,12.0,48.6,22.0,8.4,5.7,14.3,21.3,107.0,0.49,104.9,0.2,90.4,0.312,UTA,NOP,2014-11-22 0:00,2015,0
0.438,0.352,0.776,36.6,12.2,47.7,22.8,6.6,5.1,16.2,22.6,102.9,-0.51,103.2,0.3,93.2,0.309,IND,PHX,2014-11-22 0:00,2015,0
0.459,0.347,0.757,33.7,11.2,44.4,21.9,8.4,4.2,15.4,22.2,102.7,-0.15,107.7,-6.1,93.8,0.258,ORL,MIA,2014-11-22 0:00,2015,0
0.447,0.347,0.754,32.4,13.3,43.9,23.1,7.6,5.2,13.8,23.4,107.8,-0.18,110.0,-10.1,91.2,0.284,NYK,PHI,2014-11-22 0:00,2015,1
0.443,0.367,0.754,34.3,11.5,46.3,23.8,7.9,5.7,17.1,19.8,104.7,-0.4,106.3,4.8,92.3,0.233,CLE,TOR,2014-11-22 0:00,2015,0
0.435,0.367,0.741,35.6,12.2,45.9,25.7,8.4,3.7,12.7,20.1,103.4,0.14,102.0,6.5,93.8,0.276,SAS,BKN,2014-11-22 0:00,2015,1
0.458,0.348,0.773,32.9,11.2,45.0,22.8,9.8,4.7,16.9,22.6,105.7,0.38,103.4,3.6,96.5,0.276,HOU,DAL,2014-11-22 0:00,2015,1
0.456,0.332,0.741,30.9,10.0,43.1,22.7,8.6,4.5,13.5,20.2,103.9,0.79,112.2,-9.3,94.4,0.306,MIN,SAC,2014-11-22 0:00,2015,0
0.458,0.363,0.751,32.9,12.0,44.2,24.7,10.1,5.0,14.6,23.2,111.1,-0.52,102.2,0.5,94.1,0.287,MIL,WAS,2014-11-22 0:00,2015,0
0.455,0.339,0.787,36.0,11.5,49.3,21.3,7.6,4.5,15.8,23.1,111.0,0.28,105.5,2.3,95.7,0.295,OKC,GSW,2014-11-23 0:00,2015,0
0.444,0.327,0.715,33.8,12.0,45.3,25.3,8.5,4.6,16.2,21.9,107.0,-0.56,104.5,0.2,95.8,0.312,BOS,POR,2014-11-23 0:00,2015,0
0.42,0.344,0.748,33.9,10.6,46.1,22.0,7.4,5.1,14.4,22.3,100.1,0.67,110.6,-7.2,94.0,0.269,LAL,DEN,2014-11-23 0:00,2015,0
0.447,0.339,0.721,34.5,13.3,45.8,23.3,9.2,5.8,13.9,20.5,105.1,0.38,102.2,3.5,92.0,0.297,MEM,LAC,2014-11-23 0:00,2015,1
0.463,0.335,0.752,32.9,12.4,42.9,21.8,8.6,6.6,15.5,21.9,109.5,-0.32,106.7,-2.8,90.9,0.288,MIA,CHA,2014-11-23 0:00,2015,1
0.433,0.367,0.734,34.3,10.9,46.3,23.8,7.9,6.2,15.2,19.8,104.5,-0.4,106.3,4.8,92.3,0.262,CLE,ORL,2014-11-24 0:00,2015,1
0.459,0.352,0.757,32.9,12.7,44.4,22.1,8.0,4.7,14.7,22.3,102.7,-0.62,107.7,3.3,92.8,0.278,TOR,PHX,2014-11-24 0:00,2015,1
0.462,0.348,0.742,32.9,11.2,45.0,22.8,9.8,4.6,15.1,22.6,103.7,0.38,103.4,3.6,96.5,0.258,HOU,NYK,2014-11-24 0:00,2015,1
0.456,0.318,0.741,36.2,11.1,46.9,21.5,6.5,5.2,12.7,19.4,103.9,-0.27,103.5,-3.4,93.0,0.259,CHA,LAC,2014-11-24 0:00,2015,0
0.457,0.343,0.751,35.3,10.0,48.6,22.0,8.4,4.9,15.4,21.3,108.2,0.49,104.9,0.2,90.4,0.306,UTA,CHI,2014-11-24 0:00,2015,0
0.435,0.32,0.741,32.1,12.5,44.5,21.3,10.0,5.0,15.8,22.5,103.4,-0.07,104.8,-9.3,95.7,0.263,PHI,POR,2014-11-24 0:00,2015,0
0.452,0.352,0.76,33.1,12.2,44.0,23.4,8.4,4.7,17.1,20.9,105.3,0.46,106.4,3.1,95.2,0.276,DAL,IND,2014-11-24 0:00,2015,0
0.447,0.325,0.754,33.3,11.2,46.0,22.5,8.1,4.8,13.5,23.6,107.8,0.48,108.2,-3.7,96.1,0.251,DEN,CHI,2014-11-25 0:00,2015,1
0.468,0.363,0.78,32.9,12.4,44.2,24.7,10.1,6.2,15.8,23.2,108.5,-0.52,102.2,0.5,94.1,0.288,MIL,DET,2014-11-25 0:00,2015,1
0.466,0.36,0.778,36.0,13.3,47.0,25.3,7.7,5.7,14.3,21.9,108.9,-0.55,103.0,0.7,93.7,0.284,WAS,ATL,2014-11-25 0:00,2015,0
0.42,0.335,0.748,32.9,10.3,42.9,21.8,8.6,5.7,14.3,21.9,100.1,-0.32,106.7,-2.8,90.9,0.256,MIA,GSW,2014-11-25 0:00,2015,0
0.458,0.37,0.751,34.8,9.3,47.3,24.0,7.3,4.9,13.9,20.3,111.1,0.34,107.3,0.9,91.4,0.259,NOP,SAC,2014-11-25 0:00,2015,0
0.453,0.344,0.729,33.9,10.6,46.1,22.0,7.4,5.8,12.7,22.3,101.6,0.67,110.6,-7.2,94.0,0.269,LAL,MEM,2014-11-26 0:00,2015,0
0.444,0.341,0.715,33.1,12.0,44.4,20.8,8.8,4.5,14.3,21.9,107.0,0.52,106.2,-0.9,96.3,0.287,PHX,DEN,2014-11-26 0:00,2015,1
0.463,0.32,0.752,32.1,10.6,44.5,21.3,10.0,4.1,13.8,22.5,109.5,-0.07,104.8,-9.3,95.7,0.23,PHI,BKN,2014-11-26 0:00,2015,0
0.438,0.339,0.776,36.0,12.0,49.3,21.3,7.6,5.1,15.1,23.1,102.9,0.28,105.5,2.3,95.7,0.312,OKC,UTA,2014-11-26 0:00,2015,1
0.432,0.367,0.703,35.6,10.9,45.9,25.7,8.4,4.7,15.2,20.1,105.3,0.14,102.0,6.5,93.8,0.262,SAS,IND,2014-11-26 0:00,2015,1
0.432,0.38,0.703,33.8,12.2,43.1,27.3,9.6,4.2,17.1,18.9,105.3,-0.68,103.1,5.8,93.9,0.309,ATL,TOR,2014-11-26 0:00,2015,0
0.435,0.318,0.741,36.2,12.2,46.9,21.5,6.5,5.0,14.7,19.4,103.4,-0.27,103.5,-3.4,93.0,0.261,CHA,POR,2014-11-26 0:00,2015,0
0.42,0.367,0.748,34.3,10.6,46.3,23.8,7.9,5.0,14.3,19.8,100.1,-0.4,106.3,4.8,92.3,0.261,CLE,WAS,2014-11-26 0:00,2015,1
0.45,0.347,0.801,33.7,11.3,44.4,21.9,8.4,4.7,14.6,22.2,108.2,-0.15,107.7,-6.1,93.8,0.276,ORL,GSW,2014-11-26 0:00,2015,0
0.455,0.348,0.787,32.9,11.5,45.0,22.8,9.8,5.8,14.9,22.6,111.0,0.38,103.4,3.6,96.5,0.269,HOU,SAC,2014-11-26 0:00,2015,1
0.466,0.352,0.778,33.1,9.3,44.0,23.4,8.4,4.8,15.4,20.9,108.9,0.46,106.4,3.1,95.2,0.225,DAL,NYK,2014-11-26 0:00,2015,1
0.447,0.332,0.754,30.9,13.3,43.1,22.7,8.6,4.6,16.9,20.2,107.8,0.79,112.2,-9.3,94.4,0.295,MIN,MIL,2014-11-26 0:00,2015,0
0.444,0.344,0.715,34.3,12.0,48.0,23.1,8.1,4.9,15.8,20.3,107.0,-0.39,106.4,-1.1,92.8,0.259,DET,LAC,2014-11-26 0:00,2015,0
0.468,0.344,0.78,34.3,10.3,48.0,23.1,8.1,5.7,15.1,20.3,108.5,-0.39,106.4,-1.1,92.8,0.284,DET,MIL,2014-11-28 0:00,2015,0
0.443,0.344,0.754,33.9,11.5,46.1,22.0,7.4,5.1,16.9,22.3,104.7,0.67,110.6,-7.2,94.0,0.312,LAL,MIN,2014-11-28 0:00,2015,0
0.433,0.318,0.734,36.2,12.7,46.9,21.5,6.5,5.7,15.5,19.4,104.5,-0.27,103.5,-3.4,93.0,0.256,CHA,GSW,2014-11-28 0:00,2015,0
0.439,0.362,0.756,37.0,11.1,48.2,23.1,6.7,3.7,14.3,19.2,103.5,0.18,103.7,4.5,94.2,0.233,POR,MEM,2014-11-28 0:00,2015,0
0.458,0.352,0.751,32.9,12.0,44.4,22.1,8.0,4.6,13.9,22.3,111.1,-0.62,107.7,3.3,92.8,0.278,TOR,DAL,2014-11-28 0:00,2015,0
0.459,0.38,0.757,33.8,11.2,43.1,27.3,9.6,4.9,16.0,18.9,102.7,-0.68,103.1,5.8,93.9,0.266,ATL,NOP,2014-11-28 0:00,2015,1
0.447,0.339,0.721,36.0,12.4,49.3,21.3,7.6,4.5,14.3,23.1,105.1,0.28,105.5,2.3,95.7,0.287,OKC,NYK,2014-11-28 0:00,2015,1
0.462,0.348,0.742,32.9,13.3,45.0,22.8,9.8,5.2,14.7,22.6,103.7,0.38,103.4,3.6,96.5,0.258,HOU,LAC,2014-11-28 0:00,2015,0
0.466,0.367,0.778,35.6,11.1,45.9,25.7,8.4,6.2,14.3,20.1,108.9,0.14,102.0,6.5,93.8,0.288,SAS,SAC,2014-11-28 0:00,2015,1
0.455,0.327,0.762,33.8,9.3,45.3,25.3,8.5,6.6,16.9,21.9,105.3,-0.56,104.5,0.2,95.8,0.297,BOS,CHI,2014-11-28 0:00,2015,0
0.452,0.325,0.76,33.3,11.3,46.0,22.5,8.1,4.9,13.0,23.6,105.3,0.48,108.2,-3.7,96.1,0.259,DEN,PHX,2014-11-28 0:00,2015,1
0.443,0.352,0.754,36.6,11.2,47.7,22.8,6.6,4.9,15.8,22.6,104.7,-0.51,103.2,0.3,93.2,0.259,IND,ORL,2014-11-28 0:00,2015,1
0.435,0.367,0.741,34.3,11.5,46.3,23.8,7.9,4.1,15.5,19.8,103.4,-0.4,106.3,4.8,92.3,0.251,CLE,IND,2014-11-29 0:00,2015,1
0.428,0.363,0.769,32.9,12.2,44.2,24.7,10.1,4.8,14.6,23.2,99.9,-0.52,102.2,0.5,94.1,0.233,MIL,HOU,2014-11-29 0:00,2015,0
0.432,0.32,0.703,32.1,11.5,44.5,21.3,10.0,3.7,14.7,22.5,105.3,-0.07,104.8,-9.3,95.7,0.276,PHI,DAL,2014-11-29 0:00,2015,0
0.451,0.343,0.748,35.3,11.0,48.6,22.0,8.4,4.7,16.9,21.3,104.4,0.49,104.9,0.2,90.4,0.234,UTA,LAC,2014-11-29 0:00,2015,0
0.45,0.36,0.801,36.0,11.3,47.0,25.3,7.7,5.1,14.3,21.9,108.2,-0.55,103.0,0.7,93.7,0.261,WAS,NOP,2014-11-29 0:00,2015,1
0.447,0.38,0.721,33.8,13.3,43.1,27.3,9.6,5.0,15.4,18.9,105.1,-0.68,103.1,5.8,93.9,0.267,ATL,CHA,2014-11-29 0:00,2015,1
0.473,0.341,0.71,34.6,10.1,45.9,21.1,7.0,4.4,16.0,21.5,112.4,0.64,109.2,-3.9,95.4,0.225,SAC,MEM,2014-11-30 0:00,2015,0
0.462,0.341,0.742,33.1,11.1,44.4,20.8,8.8,4.8,14.4,21.9,103.7,0.52,106.2,-0.9,96.3,0.297,PHX,ORL,2014-11-30 0:00,2015,0
0.452,0.327,0.76,33.8,12.4,45.3,25.3,8.5,6.6,14.9,21.9,105.3,-0.56,104.5,0.2,95.8,0.303,BOS,SAS,2014-11-30 0:00,2015,0
0.433,0.344,0.734,33.9,11.2,46.1,22.0,7.4,5.3,15.1,22.3,104.5,0.67,110.6,-7.2,94.0,0.259,LAL,TOR,2014-11-30 0:00,2015,1
0.478,0.347,0.768,32.4,12.7,43.9,23.1,7.6,4.9,16.9,23.4,111.6,-0.18,110.0,-10.1,91.2,0.288,NYK,MIA,2014-11-30 0:00,2015,0
0.455,0.344,0.762,34.3,10.6,48.0,23.1,8.1,6.2,15.8,20.3,105.3,-0.39,106.4,-1.1,92.8,0.251,DET,GSW,2014-11-30 0:00,2015,0
0.432,0.331,0.703,34.1,11.3,45.1,22.3,7.5,4.8,15.8,20.5,105.3,-0.25,107.4,-3.0,92.7,0.278,BKN,CHI,2014-11-30 0:00,2015,0
0.458,0.362,0.751,37.0,12.0,48.2,23.1,6.7,4.6,14.3,19.2,111.1,0.18,103.7,4.5,94.2,0.239,POR,MIN,2014-11-30 0:00,2015,1
0.428,0.343,0.769,35.3,11.5,48.6,22.0,8.4,6.1,16.2,21.3,99.9,0.49,104.9,0.2,90.4,0.261,UTA,DEN,2014-12-01 0:00,2015,0
0.457,0.376,0.751,34.8,12.5,44.9,26.1,8.2,4.1,12.7,22.5,108.2,0.22,105.5,6.9,94.7,0.287,LAC,MIN,2014-12-01 0:00,2015,1
0.442,0.36,0.783,36.0,12.5,47.0,25.3,7.7,5.0,13.0,21.9,107.5,-0.55,103.0,0.7,93.7,0.234,WAS,MIA,2014-12-01 0:00,2015,1
0.466,0.32,0.778,32.1,9.3,44.5,21.3,10.0,4.5,17.1,22.5,108.9,-0.07,104.8,-9.3,95.7,0.263,PHI,SAS,2014-12-01 0:00,2015,0
0.447,0.341,0.721,33.1,13.3,44.4,20.8,8.8,5.1,14.7,21.9,105.1,0.52,106.2,-0.9,96.3,0.304,PHX,IND,2014-12-02 0:00,2015,1
0.438,0.325,0.776,33.3,12.2,46.0,22.5,8.1,6.2,14.3,23.6,102.9,0.48,108.2,-3.7,96.1,0.259,DEN,POR,2014-12-02 0:00,2015,0
0.462,0.398,0.742,34.8,11.1,45.4,27.8,9.4,4.9,16.0,20.2,103.7,-0.09,101.4,10.2,98.3,0.297,GSW,ORL,2014-12-02 0:00,2015,1
0.443,0.341,0.754,34.6,11.5,45.9,21.1,7.0,6.6,14.7,21.5,104.7,0.64,109.2,-3.9,95.4,0.309,SAC,TOR,2014-12-02 0:00,2015,0
0.459,0.344,0.757,34.3,11.2,48.0,23.1,8.1,4.2,14.7,20.3,102.7,-0.39,106.4,-1.1,92.8,0.259,DET,LAL,2014-12-02 0:00,2015,0
0.456,0.367,0.741,34.3,10.0,46.3,23.8,7.9,4.9,13.8,19.8,103.9,-0.4,106.3,4.8,92.3,0.233,CLE,MIL,2014-12-02 0:00,2015,1
0.42,0.347,0.748,32.4,10.6,43.9,23.1,7.6,3.7,12.7,23.4,100.1,-0.18,110.0,-10.1,91.2,0.258,NYK,BKN,2014-12-02 0:00,2015,0
0.473,0.37,0.71,34.8,10.1,47.3,24.0,7.3,5.2,15.8,20.3,112.4,0.34,107.3,0.9,91.4,0.306,NOP,OKC,2014-12-02 0:00,2015,1
0.444,0.353,0.715,36.3,12.0,48.8,23.2,6.7,5.0,16.9,19.5,107.0,-0.46,104.3,3.2,92.8,0.269,CHI,DAL,2014-12-02 0:00,2015,0
0.451,0.38,0.748,33.8,11.0,43.1,27.3,9.6,5.8,14.3,18.9,104.4,-0.68,103.1,5.8,93.9,0.303,ATL,BOS,2014-12-02 0:00,2015,1
0.45,0.343,0.801,35.3,11.3,48.6,22.0,8.4,5.3,13.5,21.3,108.2,0.49,104.9,0.2,90.4,0.312,UTA,TOR,2014-12-03 0:00,2015,0
0.428,0.332,0.769,30.9,11.5,43.1,22.7,8.6,5.1,14.3,20.2,99.9,0.79,112.2,-9.3,94.4,0.267,MIN,PHI,2014-12-03 0:00,2015,0
0.478,0.36,0.768,36.0,10.6,47.0,25.3,7.7,4.4,16.9,21.9,111.6,-0.55,103.0,0.7,93.7,0.225,WAS,LAL,2014-12-03 0:00,2015,1
0.451,0.327,0.748,33.8,11.0,45.3,25.3,8.5,4.8,15.8,21.9,104.4,-0.56,104.5,0.2,95.8,0.234,BOS,DET,2014-12-03 0:00,2015,1
0.459,0.363,0.757,32.9,11.2,44.2,24.7,10.1,5.1,14.9,23.2,102.7,-0.52,102.2,0.5,94.1,0.239,MIL,DAL,2014-12-03 0:00,2015,0
0.455,0.335,0.787,32.9,11.5,42.9,21.8,8.6,6.1,17.1,21.9,111.0,-0.32,106.7,-2.8,90.9,0.267,MIA,ATL,2014-12-03 0:00,2015,0
0.42,0.318,0.748,36.2,10.6,46.9,21.5,6.5,4.4,13.0,19.4,100.1,-0.27,103.5,-3.4,93.0,0.258,CHA,CHI,2014-12-03 0:00,2015,0
0.462,0.376,0.742,34.8,11.1,44.9,26.1,8.2,5.2,14.7,22.5,103.7,0.22,105.5,6.9,94.7,0.295,LAC,ORL,2014-12-03 0:00,2015,1
0.447,0.348,0.721,32.9,13.3,45.0,22.8,9.8,4.6,16.9,22.6,105.1,0.38,103.4,3.6,96.5,0.269,HOU,MEM,2014-12-03 0:00,2015,1
0.458,0.331,0.773,34.1,11.2,45.1,22.3,7.5,5.8,14.3,20.5,105.7,-0.25,107.4,-3.0,92.7,0.259,BKN,SAS,2014-12-03 0:00,2015,1
0.463,0.362,0.752,37.0,10.9,48.2,23.1,6.7,4.9,15.1,19.2,109.5,0.18,103.7,4.5,94.2,0.297,POR,IND,2014-12-04 0:00,2015,1
0.443,0.347,0.754,32.4,11.5,43.9,23.1,7.6,6.6,14.3,23.4,104.7,-0.18,110.0,-10.1,91.2,0.276,NYK,CLE,2014-12-04 0:00,2015,0
0.455,0.398,0.762,34.8,12.4,45.4,27.8,9.4,4.5,14.3,20.2,105.3,-0.09,101.4,10.2,98.3,0.262,GSW,NOP,2014-12-04 0:00,2015,1
0.438,0.331,0.776,34.1,11.3,45.1,22.3,7.5,4.7,13.9,20.5,102.9,-0.25,107.4,-3.0,92.7,0.233,BKN,ATL,2014-12-05 0:00,2015,0
0.442,0.363,0.783,32.9,12.2,44.2,24.7,10.1,3.7,13.5,23.2,107.5,-0.52,102.2,0.5,94.1,0.288,MIL,MIA,2014-12-05 0:00,2015,1
0.444,0.352,0.715,32.9,12.5,44.4,22.1,8.0,6.2,16.0,22.3,107.0,-0.62,107.7,3.3,92.8,0.309,TOR,CLE,2014-12-05 0:00,2015,0
0.473,0.318,0.71,36.2,12.0,46.9,21.5,6.5,4.1,14.3,19.4,112.4,-0.27,103.5,-3.4,93.0,0.304,CHA,NYK,2014-12-05 0:00,2015,1
0.468,0.36,0.78,36.0,10.1,47.0,25.3,7.7,4.2,15.8,21.9,108.5,-0.55,103.0,0.7,93.7,0.312,WAS,DEN,2014-12-05 0:00,2015,1
0.455,0.343,0.762,35.3,10.3,48.6,22.0,8.4,6.2,13.8,21.3,105.3,0.49,104.9,0.2,90.4,0.303,UTA,ORL,2014-12-05 0:00,2015,0
0.432,0.339,0.703,34.5,11.3,45.8,23.3,9.2,5.1,16.9,20.5,105.3,0.38,102.2,3.5,92.0,0.256,MEM,SAS,2014-12-05 0:00,2015,0
0.466,0.352,0.778,33.1,9.3,44.0,23.4,8.4,5.3,15.8,20.9,108.9,0.46,106.4,3.1,95.2,0.261,DAL,PHX,2014-12-05 0:00,2015,0
0.443,0.327,0.754,33.8,11.5,45.3,25.3,8.5,5.7,13.0,21.9,104.7,-0.56,104.5,0.2,95.8,0.259,BOS,LAL,2014-12-05 0:00,2015,1
0.432,0.32,0.703,32.1,12.2,44.5,21.3,10.0,4.1,14.7,22.5,105.3,-0.07,104.8,-9.3,95.7,0.233,PHI,OKC,2014-12-05 0:00,2015,0
