FG.,percent_3pt,percent_FT,DRB,ORB,TRB,AST,BLK,TOV,PTS,MarginOfVictory,SimpleRatngSystem,ORtg,DRtg,NRtg,X3PAr,TS.,team_abbreviation_home,team_abbreviation_away,game_date,game_yearEnd,wl_home
0.435,0.367,0.741,34.3,12.2,46.3,23.8,5.7,14.3,103.4,4.48,4.08,103.4,106.3,4.8,0.334,0.557,CLE,ATL,2014-11-15 0:00,2015,1
0.447,0.376,0.754,34.8,13.3,44.9,26.1,5.0,14.7,107.8,6.59,6.8,107.8,105.5,6.9,0.322,0.565,LAC,PHX,2014-11-15 0:00,2015,1
0.432,0.347,0.703,32.4,10.1,43.9,23.1,5.3,15.4,105.3,-9.32,-9.5,105.3,110.0,-10.1,0.24,0.508,NYK,DEN,2014-11-16 0:00,2015,1
0.473,0.335,0.71,32.9,11.5,42.9,21.8,3.7,14.3,112.4,-2.6,-2.92,112.4,106.7,-2.8,0.262,0.54,MIA,MIL,2014-11-16 0:00,2015,0
0.443,0.344,0.754,33.9,11.0,46.1,22.0,4.4,12.7,104.7,-6.84,-6.17,104.7,110.6,-7.2,0.22,0.513,LAL,GSW,2014-11-16 0:00,2015,0
0.451,0.339,0.748,36.0,12.0,49.3,21.3,4.5,14.7,104.4,2.18,2.47,104.4,105.5,2.3,0.262,0.532,OKC,HOU,2014-11-16 0:00,2015,0
0.458,0.344,0.751,34.3,11.2,48.0,23.1,4.5,14.3,111.1,-1.0,-1.39,111.1,106.4,-1.1,0.29,0.515,DET,ORL,2014-11-17 0:00,2015,0
0.458,0.376,0.773,34.8,10.6,44.9,26.1,5.8,15.1,105.7,6.59,6.8,105.7,105.5,6.9,0.322,0.565,LAC,CHI,2014-11-17 0:00,2015,0
0.42,0.327,0.748,33.8,10.3,45.3,25.3,5.7,16.9,100.1,0.16,-0.4,100.1,104.5,0.2,0.28,0.523,BOS,PHX,2014-11-17 0:00,2015,0
0.468,0.331,0.78,34.1,11.3,45.1,22.3,4.8,16.9,108.5,-2.88,-3.13,108.5,107.4,-3.0,0.24,0.529,BKN,MIA,2014-11-17 0:00,2015,0
0.45,0.367,0.801,34.3,9.3,46.3,23.8,4.9,14.7,108.2,4.48,4.08,108.2,106.3,4.8,0.334,0.557,CLE,DEN,2014-11-17 0:00,2015,0
0.466,0.339,0.778,34.5,11.3,45.8,23.3,4.1,14.6,108.9,3.24,3.62,108.9,102.2,3.5,0.184,0.531,MEM,HOU,2014-11-17 0:00,2015,1
0.455,0.318,0.762,36.2,11.2,46.9,21.5,5.2,15.8,105.3,-3.17,-3.44,105.3,103.5,-3.4,0.226,0.498,CHA,DAL,2014-11-17 0:00,2015,0
0.459,0.367,0.757,35.6,13.3,45.9,25.7,6.6,14.3,102.7,6.2,6.34,102.7,102.0,6.5,0.269,0.555,SAS,PHI,2014-11-17 0:00,2015,1
0.447,0.362,0.721,37.0,12.4,48.2,23.1,6.2,13.8,105.1,4.23,4.41,105.1,103.7,4.5,0.316,0.544,POR,NOP,2014-11-17 0:00,2015,1
0.451,0.38,0.748,33.8,11.0,43.1,27.3,4.4,15.4,104.4,5.43,4.75,104.4,103.1,5.8,0.321,0.563,ATL,LAL,2014-11-18 0:00,2015,0
0.433,0.341,0.734,34.6,12.7,45.9,21.1,4.6,14.9,104.5,-3.71,-3.07,104.5,109.2,-3.9,0.204,0.542,SAC,NOP,2014-11-18 0:00,2015,0
0.462,0.363,0.742,32.9,11.1,44.2,24.7,4.9,15.8,103.7,0.43,-0.09,103.7,102.2,0.5,0.223,0.536,MIL,NYK,2014-11-18 0:00,2015,1
0.432,0.343,0.703,35.3,11.5,48.6,22.0,5.0,17.1,105.3,0.22,0.71,105.3,104.9,0.2,0.274,0.531,UTA,OKC,2014-11-18 0:00,2015,1
0.455,0.32,0.787,32.1,12.0,44.5,21.3,4.6,15.8,111.0,-8.98,-9.04,111.0,104.8,-9.3,0.319,0.494,PHI,BOS,2014-11-19 0:00,2015,0
0.458,0.331,0.751,34.1,11.1,45.1,22.3,4.5,16.9,111.1,-2.88,-3.13,111.1,107.4,-3.0,0.24,0.529,BKN,MIL,2014-11-19 0:00,2015,0
0.439,0.325,0.756,33.3,12.2,46.0,22.5,4.9,16.2,103.5,-3.55,-3.07,103.5,108.2,-3.7,0.284,0.518,DEN,OKC,2014-11-19 0:00,2015,1
0.438,0.36,0.776,36.0,12.0,47.0,25.3,4.2,14.6,102.9,0.72,0.17,102.9,103.0,0.7,0.203,0.534,WAS,DAL,2014-11-19 0:00,2015,0
0.444,0.344,0.715,34.3,10.6,48.0,23.1,5.1,12.7,107.0,-1.0,-1.39,107.0,106.4,-1.1,0.29,0.515,DET,PHX,2014-11-19 0:00,2015,0
0.453,0.352,0.729,32.9,11.3,44.4,22.1,4.1,15.8,101.6,3.07,2.45,101.6,107.7,3.3,0.302,0.553,TOR,MEM,2014-11-19 0:00,2015,1
0.455,0.367,0.762,34.3,10.0,46.3,23.8,4.1,14.3,105.3,4.48,4.08,105.3,106.3,4.8,0.334,0.557,CLE,SAS,2014-11-19 0:00,2015,0
0.456,0.352,0.741,36.6,12.7,47.7,22.8,5.0,15.1,103.9,0.28,-0.23,103.9,103.2,0.3,0.255,0.523,IND,CHA,2014-11-19 0:00,2015,1
0.433,0.332,0.734,30.9,10.6,43.1,22.7,4.6,13.8,104.5,-8.79,-8.0,104.5,112.2,-9.3,0.179,0.517,MIN,NYK,2014-11-19 0:00,2015,1
0.42,0.348,0.748,32.9,11.1,45.0,22.8,5.8,14.7,100.1,3.44,3.82,100.1,103.4,3.6,0.392,0.548,HOU,LAL,2014-11-19 0:00,2015,0
0.462,0.347,0.742,33.7,11.3,44.4,21.9,4.9,13.5,103.7,-5.72,-5.87,103.7,107.7,-6.1,0.235,0.524,ORL,LAC,2014-11-19 0:00,2015,0
0.45,0.341,0.801,34.6,9.3,45.9,21.1,4.8,14.3,108.2,-3.71,-3.07,108.2,109.2,-3.9,0.204,0.542,SAC,CHI,2014-11-20 0:00,2015,1
0.466,0.335,0.778,32.9,11.5,42.9,21.8,4.9,15.2,108.9,-2.6,-2.92,108.9,106.7,-2.8,0.262,0.54,MIA,LAC,2014-11-20 0:00,2015,0
0.455,0.325,0.787,33.3,12.4,46.0,22.5,4.6,15.8,111.0,-3.55,-3.07,111.0,108.2,-3.7,0.284,0.518,DEN,NOP,2014-11-21 0:00,2015,1
0.478,0.318,0.768,36.2,10.6,46.9,21.5,6.2,16.9,111.6,-3.17,-3.44,111.6,103.5,-3.4,0.226,0.498,CHA,ORL,2014-11-21 0:00,2015,0
0.463,0.36,0.752,36.0,10.9,47.0,25.3,6.1,14.9,109.5,0.72,0.17,109.5,103.0,0.7,0.203,0.534,WAS,CLE,2014-11-21 0:00,2015,1
0.458,0.362,0.773,37.0,11.2,48.2,23.1,4.7,15.8,105.7,4.23,4.41,105.7,103.7,4.5,0.316,0.544,POR,CHI,2014-11-21 0:00,2015,1
0.447,0.38,0.754,33.8,13.3,43.1,27.3,4.5,16.0,107.8,5.43,4.75,107.8,103.1,5.8,0.321,0.563,ATL,DET,2014-11-21 0:00,2015,1
0.438,0.352,0.776,32.9,12.2,44.4,22.1,5.7,15.4,102.9,3.07,2.45,102.9,107.7,3.3,0.302,0.553,TOR,MIL,2014-11-21 0:00,2015,1
0.447,0.32,0.721,32.1,13.3,44.5,21.3,4.2,14.7,105.1,-8.98,-9.04,105.1,104.8,-9.3,0.319,0.494,PHI,PHX,2014-11-21 0:00,2015,0
0.439,0.398,0.756,34.8,11.1,45.4,27.8,6.6,17.1,103.5,10.1,10.01,103.5,101.4,10.2,0.311,0.571,GSW,UTA,2014-11-21 0:00,2015,1
0.453,0.352,0.729,33.1,10.6,44.0,23.4,4.9,15.8,101.6,2.9,3.36,101.6,106.4,3.1,0.296,0.55,DAL,LAL,2014-11-21 0:00,2015,1
0.428,0.339,0.769,34.5,11.5,45.8,23.3,4.1,15.2,99.9,3.24,3.62,99.9,102.2,3.5,0.184,0.531,MEM,BOS,2014-11-21 0:00,2015,1
0.458,0.339,0.751,36.0,12.0,49.3,21.3,5.1,14.3,111.1,2.18,2.47,111.1,105.5,2.3,0.262,0.532,OKC,BKN,2014-11-21 0:00,2015,0
0.468,0.332,0.78,30.9,10.3,43.1,22.7,4.5,13.9,108.5,-8.79,-8.0,108.5,112.2,-9.3,0.179,0.517,MIN,SAS,2014-11-21 0:00,2015,0
0.444,0.343,0.715,35.3,12.0,48.6,22.0,5.7,14.3,107.0,0.22,0.71,107.0,104.9,0.2,0.274,0.531,UTA,NOP,2014-11-22 0:00,2015,0
0.438,0.352,0.776,36.6,12.2,47.7,22.8,5.1,16.2,102.9,0.28,-0.23,102.9,103.2,0.3,0.255,0.523,IND,PHX,2014-11-22 0:00,2015,0
0.459,0.347,0.757,33.7,11.2,44.4,21.9,4.2,15.4,102.7,-5.72,-5.87,102.7,107.7,-6.1,0.235,0.524,ORL,MIA,2014-11-22 0:00,2015,0
0.447,0.347,0.754,32.4,13.3,43.9,23.1,5.2,13.8,107.8,-9.32,-9.5,107.8,110.0,-10.1,0.24,0.508,NYK,PHI,2014-11-22 0:00,2015,1
0.443,0.367,0.754,34.3,11.5,46.3,23.8,5.7,17.1,104.7,4.48,4.08,104.7,106.3,4.8,0.334,0.557,CLE,TOR,2014-11-22 0:00,2015,0
0.435,0.367,0.741,35.6,12.2,45.9,25.7,3.7,12.7,103.4,6.2,6.34,103.4,102.0,6.5,0.269,0.555,SAS,BKN,2014-11-22 0:00,2015,1
0.458,0.348,0.773,32.9,11.2,45.0,22.8,4.7,16.9,105.7,3.44,3.82,105.7,103.4,3.6,0.392,0.548,HOU,DAL,2014-11-22 0:00,2015,1
0.456,0.332,0.741,30.9,10.0,43.1,22.7,4.5,13.5,103.9,-8.79,-8.0,103.9,112.2,-9.3,0.179,0.517,MIN,SAC,2014-11-22 0:00,2015,0
0.458,0.363,0.751,32.9,12.0,44.2,24.7,5.0,14.6,111.1,0.43,-0.09,111.1,102.2,0.5,0.223,0.536,MIL,WAS,2014-11-22 0:00,2015,0
0.455,0.339,0.787,36.0,11.5,49.3,21.3,4.5,15.8,111.0,2.18,2.47,111.0,105.5,2.3,0.262,0.532,OKC,GSW,2014-11-23 0:00,2015,0
0.444,0.327,0.715,33.8,12.0,45.3,25.3,4.6,16.2,107.0,0.16,-0.4,107.0,104.5,0.2,0.28,0.523,BOS,POR,2014-11-23 0:00,2015,0
0.42,0.344,0.748,33.9,10.6,46.1,22.0,5.1,14.4,100.1,-6.84,-6.17,100.1,110.6,-7.2,0.22,0.513,LAL,DEN,2014-11-23 0:00,2015,0
0.447,0.339,0.721,34.5,13.3,45.8,23.3,5.8,13.9,105.1,3.24,3.62,105.1,102.2,3.5,0.184,0.531,MEM,LAC,2014-11-23 0:00,2015,1
0.463,0.335,0.752,32.9,12.4,42.9,21.8,6.6,15.5,109.5,-2.6,-2.92,109.5,106.7,-2.8,0.262,0.54,MIA,CHA,2014-11-23 0:00,2015,1
0.433,0.367,0.734,34.3,10.9,46.3,23.8,6.2,15.2,104.5,4.48,4.08,104.5,106.3,4.8,0.334,0.557,CLE,ORL,2014-11-24 0:00,2015,1
0.459,0.352,0.757,32.9,12.7,44.4,22.1,4.7,14.7,102.7,3.07,2.45,102.7,107.7,3.3,0.302,0.553,TOR,PHX,2014-11-24 0:00,2015,1
0.462,0.348,0.742,32.9,11.2,45.0,22.8,4.6,15.1,103.7,3.44,3.82,103.7,103.4,3.6,0.392,0.548,HOU,NYK,2014-11-24 0:00,2015,1
0.456,0.318,0.741,36.2,11.1,46.9,21.5,5.2,12.7,103.9,-3.17,-3.44,103.9,103.5,-3.4,0.226,0.498,CHA,LAC,2014-11-24 0:00,2015,0
0.457,0.343,0.751,35.3,10.0,48.6,22.0,4.9,15.4,108.2,0.22,0.71,108.2,104.9,0.2,0.274,0.531,UTA,CHI,2014-11-24 0:00,2015,0
0.435,0.32,0.741,32.1,12.5,44.5,21.3,5.0,15.8,103.4,-8.98,-9.04,103.4,104.8,-9.3,0.319,0.494,PHI,POR,2014-11-24 0:00,2015,0
0.452,0.352,0.76,33.1,12.2,44.0,23.4,4.7,17.1,105.3,2.9,3.36,105.3,106.4,3.1,0.296,0.55,DAL,IND,2014-11-24 0:00,2015,0
0.447,0.325,0.754,33.3,11.2,46.0,22.5,4.8,13.5,107.8,-3.55,-3.07,107.8,108.2,-3.7,0.284,0.518,DEN,CHI,2014-11-25 0:00,2015,1
0.468,0.363,0.78,32.9,12.4,44.2,24.7,6.2,15.8,108.5,0.43,-0.09,108.5,102.2,0.5,0.223,0.536,MIL,DET,2014-11-25 0:00,2015,1
0.466,0.36,0.778,36.0,13.3,47.0,25.3,5.7,14.3,108.9,0.72,0.17,108.9,103.0,0.7,0.203,0.534,WAS,ATL,2014-11-25 0:00,2015,0
0.42,0.335,0.748,32.9,10.3,42.9,21.8,5.7,14.3,100.1,-2.6,-2.92,100.1,106.7,-2.8,0.262,0.54,MIA,GSW,2014-11-25 0:00,2015,0
0.458,0.37,0.751,34.8,9.3,47.3,24.0,4.9,13.9,111.1,0.79,1.13,111.1,107.3,0.9,0.233,0.537,NOP,SAC,2014-11-25 0:00,2015,0
0.453,0.344,0.729,33.9,10.6,46.1,22.0,5.8,12.7,101.6,-6.84,-6.17,101.6,110.6,-7.2,0.22,0.513,LAL,MEM,2014-11-26 0:00,2015,0
0.444,0.341,0.715,33.1,12.0,44.4,20.8,4.5,14.3,107.0,-0.9,-0.38,107.0,106.2,-0.9,0.291,0.537,PHX,DEN,2014-11-26 0:00,2015,1
0.463,0.32,0.752,32.1,10.6,44.5,21.3,4.1,13.8,109.5,-8.98,-9.04,109.5,104.8,-9.3,0.319,0.494,PHI,BKN,2014-11-26 0:00,2015,0
0.438,0.339,0.776,36.0,12.0,49.3,21.3,5.1,15.1,102.9,2.18,2.47,102.9,105.5,2.3,0.262,0.532,OKC,UTA,2014-11-26 0:00,2015,1
0.432,0.367,0.703,35.6,10.9,45.9,25.7,4.7,15.2,105.3,6.2,6.34,105.3,102.0,6.5,0.269,0.555,SAS,IND,2014-11-26 0:00,2015,1
0.432,0.38,0.703,33.8,12.2,43.1,27.3,4.2,17.1,105.3,5.43,4.75,105.3,103.1,5.8,0.321,0.563,ATL,TOR,2014-11-26 0:00,2015,0
0.435,0.318,0.741,36.2,12.2,46.9,21.5,5.0,14.7,103.4,-3.17,-3.44,103.4,103.5,-3.4,0.226,0.498,CHA,POR,2014-11-26 0:00,2015,0
0.42,0.367,0.748,34.3,10.6,46.3,23.8,5.0,14.3,100.1,4.48,4.08,100.1,106.3,4.8,0.334,0.557,CLE,WAS,2014-11-26 0:00,2015,1
0.45,0.347,0.801,33.7,11.3,44.4,21.9,4.7,14.6,108.2,-5.72,-5.87,108.2,107.7,-6.1,0.235,0.524,ORL,GSW,2014-11-26 0:00,2015,0
0.455,0.348,0.787,32.9,11.5,45.0,22.8,5.8,14.9,111.0,3.44,3.82,111.0,103.4,3.6,0.392,0.548,HOU,SAC,2014-11-26 0:00,2015,1
0.466,0.352,0.778,33.1,9.3,44.0,23.4,4.8,15.4,108.9,2.9,3.36,108.9,106.4,3.1,0.296,0.55,DAL,NYK,2014-11-26 0:00,2015,1
0.447,0.332,0.754,30.9,13.3,43.1,22.7,4.6,16.9,107.8,-8.79,-8.0,107.8,112.2,-9.3,0.179,0.517,MIN,MIL,2014-11-26 0:00,2015,0
0.444,0.344,0.715,34.3,12.0,48.0,23.1,4.9,15.8,107.0,-1.0,-1.39,107.0,106.4,-1.1,0.29,0.515,DET,LAC,2014-11-26 0:00,2015,0
0.468,0.344,0.78,34.3,10.3,48.0,23.1,5.7,15.1,108.5,-1.0,-1.39,108.5,106.4,-1.1,0.29,0.515,DET,MIL,2014-11-28 0:00,2015,0
0.443,0.344,0.754,33.9,11.5,46.1,22.0,5.1,16.9,104.7,-6.84,-6.17,104.7,110.6,-7.2,0.22,0.513,LAL,MIN,2014-11-28 0:00,2015,0
0.433,0.318,0.734,36.2,12.7,46.9,21.5,5.7,15.5,104.5,-3.17,-3.44,104.5,103.5,-3.4,0.226,0.498,CHA,GSW,2014-11-28 0:00,2015,0
0.439,0.362,0.756,37.0,11.1,48.2,23.1,3.7,14.3,103.5,4.23,4.41,103.5,103.7,4.5,0.316,0.544,POR,MEM,2014-11-28 0:00,2015,0
0.458,0.352,0.751,32.9,12.0,44.4,22.1,4.6,13.9,111.1,3.07,2.45,111.1,107.7,3.3,0.302,0.553,TOR,DAL,2014-11-28 0:00,2015,0
0.459,0.38,0.757,33.8,11.2,43.1,27.3,4.9,16.0,102.7,5.43,4.75,102.7,103.1,5.8,0.321,0.563,ATL,NOP,2014-11-28 0:00,2015,1
0.447,0.339,0.721,36.0,12.4,49.3,21.3,4.5,14.3,105.1,2.18,2.47,105.1,105.5,2.3,0.262,0.532,OKC,NYK,2014-11-28 0:00,2015,1
0.462,0.348,0.742,32.9,13.3,45.0,22.8,5.2,14.7,103.7,3.44,3.82,103.7,103.4,3.6,0.392,0.548,HOU,LAC,2014-11-28 0:00,2015,0
0.466,0.367,0.778,35.6,11.1,45.9,25.7,6.2,14.3,108.9,6.2,6.34,108.9,102.0,6.5,0.269,0.555,SAS,SAC,2014-11-28 0:00,2015,1
0.455,0.327,0.762,33.8,9.3,45.3,25.3,6.6,16.9,105.3,0.16,-0.4,105.3,104.5,0.2,0.28,0.523,BOS,CHI,2014-11-28 0:00,2015,0
0.452,0.325,0.76,33.3,11.3,46.0,22.5,4.9,13.0,105.3,-3.55,-3.07,105.3,108.2,-3.7,0.284,0.518,DEN,PHX,2014-11-28 0:00,2015,1
0.443,0.352,0.754,36.6,11.2,47.7,22.8,4.9,15.8,104.7,0.28,-0.23,104.7,103.2,0.3,0.255,0.523,IND,ORL,2014-11-28 0:00,2015,1
0.435,0.367,0.741,34.3,11.5,46.3,23.8,4.1,15.5,103.4,4.48,4.08,103.4,106.3,4.8,0.334,0.557,CLE,IND,2014-11-29 0:00,2015,1
0.428,0.363,0.769,32.9,12.2,44.2,24.7,4.8,14.6,99.9,0.43,-0.09,99.9,102.2,0.5,0.223,0.536,MIL,HOU,2014-11-29 0:00,2015,0
0.432,0.32,0.703,32.1,11.5,44.5,21.3,3.7,14.7,105.3,-8.98,-9.04,105.3,104.8,-9.3,0.319,0.494,PHI,DAL,2014-11-29 0:00,2015,0
0.451,0.343,0.748,35.3,11.0,48.6,22.0,4.7,16.9,104.4,0.22,0.71,104.4,104.9,0.2,0.274,0.531,UTA,LAC,2014-11-29 0:00,2015,0
0.45,0.36,0.801,36.0,11.3,47.0,25.3,5.1,14.3,108.2,0.72,0.17,108.2,103.0,0.7,0.203,0.534,WAS,NOP,2014-11-29 0:00,2015,1
0.447,0.38,0.721,33.8,13.3,43.1,27.3,5.0,15.4,105.1,5.43,4.75,105.1,103.1,5.8,0.321,0.563,ATL,CHA,2014-11-29 0:00,2015,1
0.473,0.341,0.71,34.6,10.1,45.9,21.1,4.4,16.0,112.4,-3.71,-3.07,112.4,109.2,-3.9,0.204,0.542,SAC,MEM,2014-11-30 0:00,2015,0
0.462,0.341,0.742,33.1,11.1,44.4,20.8,4.8,14.4,103.7,-0.9,-0.38,103.7,106.2,-0.9,0.291,0.537,PHX,ORL,2014-11-30 0:00,2015,0
0.452,0.327,0.76,33.8,12.4,45.3,25.3,6.6,14.9,105.3,0.16,-0.4,105.3,104.5,0.2,0.28,0.523,BOS,SAS,2014-11-30 0:00,2015,0
0.433,0.344,0.734,33.9,11.2,46.1,22.0,5.3,15.1,104.5,-6.84,-6.17,104.5,110.6,-7.2,0.22,0.513,LAL,TOR,2014-11-30 0:00,2015,1
0.478,0.347,0.768,32.4,12.7,43.9,23.1,4.9,16.9,111.6,-9.32,-9.5,111.6,110.0,-10.1,0.24,0.508,NYK,MIA,2014-11-30 0:00,2015,0
0.455,0.344,0.762,34.3,10.6,48.0,23.1,6.2,15.8,105.3,-1.0,-1.39,105.3,106.4,-1.1,0.29,0.515,DET,GSW,2014-11-30 0:00,2015,0
0.432,0.331,0.703,34.1,11.3,45.1,22.3,4.8,15.8,105.3,-2.88,-3.13,105.3,107.4,-3.0,0.24,0.529,BKN,CHI,2014-11-30 0:00,2015,0
0.458,0.362,0.751,37.0,12.0,48.2,23.1,4.6,14.3,111.1,4.23,4.41,111.1,103.7,4.5,0.316,0.544,POR,MIN,2014-11-30 0:00,2015,1
0.428,0.343,0.769,35.3,11.5,48.6,22.0,6.1,16.2,99.9,0.22,0.71,99.9,104.9,0.2,0.274,0.531,UTA,DEN,2014-12-01 0:00,2015,0
0.457,0.376,0.751,34.8,12.5,44.9,26.1,4.1,12.7,108.2,6.59,6.8,108.2,105.5,6.9,0.322,0.565,LAC,MIN,2014-12-01 0:00,2015,1
0.442,0.36,0.783,36.0,12.5,47.0,25.3,5.0,13.0,107.5,0.72,0.17,107.5,103.0,0.7,0.203,0.534,WAS,MIA,2014-12-01 0:00,2015,1
0.466,0.32,0.778,32.1,9.3,44.5,21.3,4.5,17.1,108.9,-8.98,-9.04,108.9,104.8,-9.3,0.319,0.494,PHI,SAS,2014-12-01 0:00,2015,0
0.447,0.341,0.721,33.1,13.3,44.4,20.8,5.1,14.7,105.1,-0.9,-0.38,105.1,106.2,-0.9,0.291,0.537,PHX,IND,2014-12-02 0:00,2015,1
0.438,0.325,0.776,33.3,12.2,46.0,22.5,6.2,14.3,102.9,-3.55,-3.07,102.9,108.2,-3.7,0.284,0.518,DEN,POR,2014-12-02 0:00,2015,0
0.462,0.398,0.742,34.8,11.1,45.4,27.8,4.9,16.0,103.7,10.1,10.01,103.7,101.4,10.2,0.311,0.571,GSW,ORL,2014-12-02 0:00,2015,1
0.443,0.341,0.754,34.6,11.5,45.9,21.1,6.6,14.7,104.7,-3.71,-3.07,104.7,109.2,-3.9,0.204,0.542,SAC,TOR,2014-12-02 0:00,2015,0
0.459,0.344,0.757,34.3,11.2,48.0,23.1,4.2,14.7,102.7,-1.0,-1.39,102.7,106.4,-1.1,0.29,0.515,DET,LAL,2014-12-02 0:00,2015,0
0.456,0.367,0.741,34.3,10.0,46.3,23.8,4.9,13.8,103.9,4.48,4.08,103.9,106.3,4.8,0.334,0.557,CLE,MIL,2014-12-02 0:00,2015,1
0.42,0.347,0.748,32.4,10.6,43.9,23.1,3.7,12.7,100.1,-9.32,-9.5,100.1,110.0,-10.1,0.24,0.508,NYK,BKN,2014-12-02 0:00,2015,0
0.473,0.37,0.71,34.8,10.1,47.3,24.0,5.2,15.8,112.4,0.79,1.13,112.4,107.3,0.9,0.233,0.537,NOP,OKC,2014-12-02 0:00,2015,1
0.444,0.353,0.715,36.3,12.0,48.8,23.2,5.0,16.9,107.0,3.0,2.54,107.0,104.3,3.2,0.269,0.536,CHI,DAL,2014-12-02 0:00,2015,0
0.451,0.38,0.748,33.8,11.0,43.1,27.3,5.8,14.3,104.4,5.43,4.75,104.4,103.1,5.8,0.321,0.563,ATL,BOS,2014-12-02 0:00,2015,1
0.45,0.343,0.801,35.3,11.3,48.6,22.0,5.3,13.5,108.2,0.22,0.71,108.2,104.9,0.2,0.274,0.531,UTA,TOR,2014-12-03 0:00,2015,0
0.428,0.332,0.769,30.9,11.5,43.1,22.7,5.1,14.3,99.9,-8.79,-8.0,99.9,112.2,-9.3,0.179,0.517,MIN,PHI,2014-12-03 0:00,2015,0
0.478,0.36,0.768,36.0,10.6,47.0,25.3,4.4,16.9,111.6,0.72,0.17,111.6,103.0,0.7,0.203,0.534,WAS,LAL,2014-12-03 0:00,2015,1
0.451,0.327,0.748,33.8,11.0,45.3,25.3,4.8,15.8,104.4,0.16,-0.4,104.4,104.5,0.2,0.28,0.523,BOS,DET,2014-12-03 0:00,2015,1
0.459,0.363,0.757,32.9,11.2,44.2,24.7,5.1,14.9,102.7,0.43,-0.09,102.7,102.2,0.5,0.223,0.536,MIL,DAL,2014-12-03 0:00,2015,0
0.455,0.335,0.787,32.9,11.5,42.9,21.8,6.1,17.1,111.0,-2.6,-2.92,111.0,106.7,-2.8,0.262,0.54,MIA,ATL,2014-12-03 0:00,2015,0
0.42,0.318,0.748,36.2,10.6,46.9,21.5,4.4,13.0,100.1,-3.17,-3.44,100.1,103.5,-3.4,0.226,0.498,CHA,CHI,2014-12-03 0:00,2015,0
0.462,0.376,0.742,34.8,11.1,44.9,26.1,5.2,14.7,103.7,6.59,6.8,103.7,105.5,6.9,0.322,0.565,LAC,ORL,2014-12-03 0:00,2015,1
0.447,0.348,0.721,32.9,13.3,45.0,22.8,4.6,16.9,105.1,3.44,3.82,105.1,103.4,3.6,0.392,0.548,HOU,MEM,2014-12-03 0:00,2015,1
0.458,0.331,0.773,34.1,11.2,45.1,22.3,5.8,14.3,105.7,-2.88,-3.13,105.7,107.4,-3.0,0.24,0.529,BKN,SAS,2014-12-03 0:00,2015,1
0.463,0.362,0.752,37.0,10.9,48.2,23.1,4.9,15.1,109.5,4.23,4.41,109.5,103.7,4.5,0.316,0.544,POR,IND,2014-12-04 0:00,2015,1
0.443,0.347,0.754,32.4,11.5,43.9,23.1,6.6,14.3,104.7,-9.32,-9.5,104.7,110.0,-10.1,0.24,0.508,NYK,CLE,2014-12-04 0:00,2015,0
0.455,0.398,0.762,34.8,12.4,45.4,27.8,4.5,14.3,105.3,10.1,10.01,105.3,101.4,10.2,0.311,0.571,GSW,NOP,2014-12-04 0:00,2015,1
0.438,0.331,0.776,34.1,11.3,45.1,22.3,4.7,13.9,102.9,-2.88,-3.13,102.9,107.4,-3.0,0.24,0.529,BKN,ATL,2014-12-05 0:00,2015,0
0.442,0.363,0.783,32.9,12.2,44.2,24.7,3.7,13.5,107.5,0.43,-0.09,107.5,102.2,0.5,0.223,0.536,MIL,MIA,2014-12-05 0:00,2015,1
0.444,0.352,0.715,32.9,12.5,44.4,22.1,6.2,16.0,107.0,3.07,2.45,107.0,107.7,3.3,0.302,0.553,TOR,CLE,2014-12-05 0:00,2015,0
0.473,0.318,0.71,36.2,12.0,46.9,21.5,4.1,14.3,112.4,-3.17,-3.44,112.4,103.5,-3.4,0.226,0.498,CHA,NYK,2014-12-05 0:00,2015,1
0.468,0.36,0.78,36.0,10.1,47.0,25.3,4.2,15.8,108.5,0.72,0.17,108.5,103.0,0.7,0.203,0.534,WAS,DEN,2014-12-05 0:00,2015,1
0.455,0.343,0.762,35.3,10.3,48.6,22.0,6.2,13.8,105.3,0.22,0.71,105.3,104.9,0.2,0.274,0.531,UTA,ORL,2014-12-05 0:00,2015,0
0.432,0.339,0.703,34.5,11.3,45.8,23.3,5.1,16.9,105.3,3.24,3.62,105.3,102.2,3.5,0.184,0.531,MEM,SAS,2014-12-05 0:00,2015,0
0.466,0.352,0.778,33.1,9.3,44.0,23.4,5.3,15.8,108.9,2.9,3.36,108.9,106.4,3.1,0.296,0.55,DAL,PHX,2014-12-05 0:00,2015,0
0.443,0.327,0.754,33.8,11.5,45.3,25.3,5.7,13.0,104.7,0.16,-0.4,104.7,104.5,0.2,0.28,0.523,BOS,LAL,2014-12-05 0:00,2015,1
0.432,0.32,0.703,32.1,12.2,44.5,21.3,4.1,14.7,105.3,-8.98,-9.04,105.3,104.8,-9.3,0.319,0.494,PHI,OKC,2014-12-05 0:00,2015,0
0.435,0.341,0.741,34.6,10.9,45.9,21.1,5.0,14.9,103.4,-3.71,-3.07,103.4,109.2,-3.9,0.204,0.542,SAC,IND,2014-12-05 0:00,2015,1
0.463,0.332,0.752,30.9,11.5,43.1,22.7,4.9,15.5,109.5,-8.79,-8.0,109.5,112.2,-9.3,0.179,0.517,MIN,HOU,2014-12-05 0:00,2015,0
